TagID,TagName,productname,productid,EanCode
66292,persikosmak,"Iste Peach 500ml Pure Leaf",127861,8714100259672
66286,naturlig,"Iste Peach 500ml Pure Leaf",127861,8714100259672
66283,kalorisnål,"Iste Peach 500ml Pure Leaf",127861,8714100259672
66271,"Pure Leaf","Iste Lemon 500ml Pure Leaf",127864,8714100259351
66274,iste,"Iste Lemon 500ml Pure Leaf",127864,8714100259351
66277,"iced tea","Iste Lemon 500ml Pure Leaf",127864,8714100259351
66280,"ice tea","Iste Lemon 500ml Pure Leaf",127864,8714100259351
66286,naturlig,"Iste Lemon 500ml Pure Leaf",127864,8714100259351
66283,kalorisnål,"Iste Lemon 500ml Pure Leaf",127864,8714100259351
66289,citronsmak,"Iste Lemon 500ml Pure Leaf",127864,8714100259351
3637,färskost,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
134,ost,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102862,"creme cheese","Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102865,"cream cheese","Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102868,creme,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102871,bonjour,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
3237,laktosfri,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
12717,dessertost,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102874,ostbricka,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
1,Pålägg,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102883,soltorkad,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
11696,tomat,"Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
102880,"creme bonjour","Färskost Soltorkad Tomat Laktosfri 200g Crème Bonjour",127867,8710908982057
3637,färskost,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
134,ost,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
102862,"creme cheese","Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
102865,"cream cheese","Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
102868,creme,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
102871,bonjour,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
3237,laktosfri,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
12717,dessertost,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
102874,ostbricka,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
1,Pålägg,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
71796,jalapeno,"Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
3794,"grön chili","Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
102880,"creme bonjour","Färskost Jalapeno Laktosfri 200g Crème Bonjour",127873,8710908982200
3637,färskost,"Färskost Gräslök Laktosfri 200g Crème Bonjour",127879,8710908981449
134,ost,"Färskost Gräslök Laktosfri 200g Crème Bonjour",127879,8710908981449
